"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value","Flag and Footnotes"
"2012","United Kingdom","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","United Kingdom","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2012","United Kingdom","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2012","United Kingdom","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","89",""
"2012","United Kingdom","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","United Kingdom","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2012","United Kingdom","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","United Kingdom","Individuals who have ever used the internet","Percentage of individuals","All Individuals","90",""
"2012","United Kingdom","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","United Kingdom","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","11",""
"2012","United Kingdom","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","United Kingdom","Internet use: never","Percentage of individuals","All Individuals","10",""
"2012","United Kingdom","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","Montenegro","Last internet use: in last 3 months","Percentage of individuals","All Individuals","57",""
"2012","Montenegro","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","Montenegro","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","2",""
"2012","Montenegro","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","4",""
"2012","Montenegro","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","59",""
"2012","Montenegro","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","Montenegro","Last internet use: more than a year ago","Percentage of individuals","All Individuals","3",""
"2012","Montenegro","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","Montenegro","Individuals who have ever used the internet","Percentage of individuals","All Individuals","63",""
"2012","Montenegro","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","Montenegro","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","41",""
"2012","Montenegro","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","Montenegro","Internet use: never","Percentage of individuals","All Individuals","37",""
"2012","Montenegro","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","North Macedonia","Last internet use: in last 3 months","Percentage of individuals","All Individuals","57",""
"2012","North Macedonia","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2012","North Macedonia","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","3",""
"2012","North Macedonia","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","5",""
"2012","North Macedonia","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","60",""
